bridge_id,wps_task_id,source_file,rapids_code,rapids_base,variant,process_raw,task_raw,task_text_raw,proposed_qsen_statement_id,proposed_qsen_domain_name,proposed_ksa_raw,proposed_qsen_statement_raw,proposed_aacn_subcompetency_codes,match_score,second_best_score,needs_review,review_reason,mapping_method
WPS_QSEN_BRIDGE_0018,WPS_2074CB_COMPETENCY_BASED_T16_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Direct healthcare delivery programs.,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.","Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.",QSEN_0036,Patient-Centered Care Definition,Attitudes,Recognize personally held values and beliefs about the management of pain or suffering,1.2d; 9.1d; 9.2e; 9.6b,0.1129,0.1101,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0019,WPS_2074CB_COMPETENCY_BASED_T17_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Order medical diagnostic or clinical tests.,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.","Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.",QSEN_0151,Safety Definition,Knowledge,Discuss [Evaluate] effective strategies to reduce reliance on memory **,5.2c; 5.2e; 8.3e,0.1317,0.1313,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0020,WPS_2074CB_COMPETENCY_BASED_T18_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Prescribe assistive medical devices or related treatments.,"A. Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.","Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",QSEN_0149,Safety Definition,Knowledge,"Examine [Describe] human factors and other basic safety design principles as well as commonly used unsafe practices (such as, work-arounds and dangerous abbreviations)**",3.6d; 3.6e; 5.2c; 5.2f; 9.4a,0.0892,0.0476,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0021,WPS_2074CB_COMPETENCY_BASED_T19_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Prescribe medications.,"A. Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.","Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",QSEN_0149,Safety Definition,Knowledge,"Examine [Describe] human factors and other basic safety design principles as well as commonly used unsafe practices (such as, work-arounds and dangerous abbreviations)**",3.6d; 3.6e; 5.2c; 5.2f; 9.4a,0.0892,0.0476,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0022,WPS_2074CB_COMPETENCY_BASED_T20_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Design public or employee health programs.,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.","Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",QSEN_0117,Quality Improvement Definition,Knowledge,Recognize that nursing and other health professions students are parts of systems of care and care processes that affect outcomes for patients and families,3.2a; 5.1a,0.2345,0.2326,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0023,WPS_2074CB_COMPETENCY_BASED_T20_R04_B,wps_competency_2074.docx,2074CB,2074,competency_based,Design public or employee health programs.,"B. Work with individuals, groups, or families to plan or implement programs designed to improve the overall health of communities.","Work with individuals, groups, or families to plan or implement programs designed to improve the overall health of communities.",QSEN_0132,Quality Improvement Definition,Skills,"Design [,implement, and evaluate] a small test of change in daily work (using an experiential learning method such as Plan-Do-Study-Act)**",4.2d; 5.1f; 5.1g,0.374,0.1693,False,,local_lexical_rule_based
WPS_QSEN_BRIDGE_0024,WPS_2074CB_COMPETENCY_BASED_T21_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Communicate health and wellness information to the public.,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.","Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",QSEN_0117,Quality Improvement Definition,Knowledge,Recognize that nursing and other health professions students are parts of systems of care and care processes that affect outcomes for patients and families,3.2a; 5.1a,0.2345,0.2326,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0025,WPS_2074CB_COMPETENCY_BASED_T22_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Evaluate patient outcomes to determine effectiveness of treatments.,A. Modify patient treatment plans as indicated by patients' responses and conditions.,Modify patient treatment plans as indicated by patients' responses and conditions.,QSEN_0095,Evidence-Based Practice Definition,Knowledge,"Analyze how the strength of available evidence influences the provision of care (assessment, diagnosis, treatment and evaluation)",4.2b,0.1033,0.1011,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0026,WPS_2074CB_COMPETENCY_BASED_T23_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Maintain inventory of medical supplies or equipment.,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.","Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",QSEN_0115,Evidence-Based Practice Definition,Attitudes,Value public policies that support evidence-based practice,10.3i,0.0671,0.0671,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0027,WPS_2074CB_COMPETENCY_BASED_T24_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Prepare medical supplies or equipment for use.,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.","Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",QSEN_0115,Evidence-Based Practice Definition,Attitudes,Value public policies that support evidence-based practice,10.3i,0.0671,0.0671,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0028,WPS_2074CB_COMPETENCY_BASED_T25_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Test biological specimens to gather information about patient conditions.,A. Conduct specified laboratory tests.,Conduct specified laboratory tests.,QSEN_0108,Evidence-Based Practice Definition,Attitudes,Value the need for ethical conduct of research and quality improvement**,4.1b; 4.1d; 4.3a; 4.3b; 4.3c; 9.1a,0.1515,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0029,WPS_2074CB_COMPETENCY_BASED_T26_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Monitor health or behavior of people or animals.,A. Observe nurses and visit patients to ensure proper nursing care.,Observe nurses and visit patients to ensure proper nursing care.,,,,,,0.0,0.0,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0030,WPS_2074CB_COMPETENCY_BASED_T27_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Supervise workers providing client or patient services.,A. Observe nurses and visit patients to ensure proper nursing care.,Observe nurses and visit patients to ensure proper nursing care.,,,,,,0.0,0.0,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0031,WPS_2074CB_COMPETENCY_BASED_T28_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,"Assess patient work, living, or social environments.","A. Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems.","Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems.",QSEN_0136,Quality Improvement Definition,Skills,Use a variety of sources of information to review outcomes of care and identify potential areas for improvement,5.1b; 5.1d,0.2856,0.2317,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0032,WPS_2074CB_COMPETENCY_BASED_T29_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Administer anesthetics or sedatives to control pain.,"A. Administer local, inhalation, intravenous, or other anesthetics.","Administer local, inhalation, intravenous, or other anesthetics.",QSEN_0014,Patient-Centered Care Definition,Skills,"Communicate patient values, preferences and expressed needs to other members of health care team**",2.1b; 2.3g; 2.4e; 2.5a; 2.5b; 2.5g; 2.8d; 6.1b; 9.2g; 9.5b,0.1046,0.1042,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0033,WPS_2074CB_COMPETENCY_BASED_T30_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Assist healthcare practitioners during examinations or treatments.,A. Prepare patients for and assist with examinations or treatments.,Prepare patients for and assist with examinations or treatments.,QSEN_0018,Patient-Centered Care Definition,Skills,"Initiate effective treatments to relieve pain and suffering in light of patient values, preferences and expressed needs",2.1b; 9.5b; 9.5c,0.1505,0.0,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0034,WPS_2074CB_COMPETENCY_BASED_T31_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Prepare patients physically for medical procedures.,A. Prepare patients for and assist with examinations or treatments.,Prepare patients for and assist with examinations or treatments.,QSEN_0018,Patient-Centered Care Definition,Skills,"Initiate effective treatments to relieve pain and suffering in light of patient values, preferences and expressed needs",2.1b; 9.5b; 9.5c,0.1505,0.0,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0035,WPS_2074CB_COMPETENCY_BASED_T32_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Train caregivers or other non-medical personnel.,A. Provide or arrange for training or instruction of auxiliary personnel or students.,Provide or arrange for training or instruction of auxiliary personnel or students.,QSEN_0198,Informatics Definition,Skills,Promote access to patient care information for all professionals who provide care to patients.,8.4b,0.142,0.1411,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0036,WPS_2074CB_COMPETENCY_BASED_T33_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Diagnose medical conditions.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.","Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,Patient-Centered Care Definition,Skills,"Assess and treat pain and suffering in light of patient values, preferences, and expressed needs",2.3c; 2.5b,0.1026,0.054,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0037,WPS_2074CB_COMPETENCY_BASED_T34_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Examine patients to assess general physical condition.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.","Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,Patient-Centered Care Definition,Skills,"Assess and treat pain and suffering in light of patient values, preferences, and expressed needs",2.3c; 2.5b,0.1026,0.054,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0038,WPS_2074CB_COMPETENCY_BASED_T35_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Refer patients to other healthcare practitioners or health resources.,A. Refer students or patients to specialized health resources or community agencies furnishing assistance.,Refer students or patients to specialized health resources or community agencies furnishing assistance.,QSEN_0117,Quality Improvement Definition,Knowledge,Recognize that nursing and other health professions students are parts of systems of care and care processes that affect outcomes for patients and families,3.2a; 5.1a,0.1434,0.0746,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0039,WPS_2074CB_COMPETENCY_BASED_T36_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Treat medical emergencies.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.","Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,Patient-Centered Care Definition,Skills,"Assess and treat pain and suffering in light of patient values, preferences, and expressed needs",2.3c; 2.5b,0.1026,0.054,True,no_confident_match; duplicate_task_different_process,local_lexical_rule_based
WPS_QSEN_BRIDGE_0040,WPS_2074CB_COMPETENCY_BASED_T37_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Advise communities or institutions regarding health or safety issues.,A. Consult with institutions or associations regarding issues or concerns relevant to the practice and profession of nursing.,Consult with institutions or associations regarding issues or concerns relevant to the practice and profession of nursing.,QSEN_0104,Evidence-Based Practice Definition,Skills,Consult with clinical experts before deciding to deviate from evidence-based protocols,2.7b; 2.7c; 2.9d; 4.1b; 4.2c; 5.1c; 10.2e,0.1472,0.1464,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0041,WPS_2074CB_COMPETENCY_BASED_T38_R03_A,wps_competency_2074.docx,2074CB,2074,competency_based,Conduct research to increase knowledge about medical issues.,A. Engage in research activities related to nursing.,Engage in research activities related to nursing.,QSEN_0097,Evidence-Based Practice Definition,Skills,Participate effectively in appropriate data collection and other research activities,4.1d; 4.1f,0.303,0.303,True,ambiguous_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0042,WPS_2074CB_COMPETENCY_BASED_T39_R02_X,wps_competency_2074.docx,2074CB,2074,competency_based,Provider,Name:,Name:,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0043,WPS_2074CB_COMPETENCY_BASED_T39_R03_X,wps_competency_2074.docx,2074CB,2074,competency_based,Provider,Address:,Address:,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0044,WPS_2074CB_COMPETENCY_BASED_T39_R04_X,wps_competency_2074.docx,2074CB,2074,competency_based,Provider,Email:,Email:,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0045,WPS_2074CB_COMPETENCY_BASED_T39_R05_X,wps_competency_2074.docx,2074CB,2074,competency_based,Provider,Suggested Related Instruction Hours: X,Suggested Related Instruction Hours: X,QSEN_0101,Evidence-Based Practice Definition,Skills,Locate evidence reports related to clinical practice topics and guidelines,1.1b; 2.5c; 2.5d; 2.6a; 4.1e; 4.1f,0.1527,0.1527,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0046,WPS_2074CB_COMPETENCY_BASED_T40_R02_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3818,51.3818,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0047,WPS_2074CB_COMPETENCY_BASED_T40_R03_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3806,51.3806,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0048,WPS_2074CB_COMPETENCY_BASED_T40_R04_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3801,51.3801,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0049,WPS_2074CB_COMPETENCY_BASED_T40_R05_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3805,51.3805,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0050,WPS_2074CB_COMPETENCY_BASED_T40_R06_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3820,51.3820,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0051,WPS_2074CB_COMPETENCY_BASED_T40_R07_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3899,51.3899,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0052,WPS_2074CB_COMPETENCY_BASED_T40_R08_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3812,51.3812,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0053,WPS_2074CB_COMPETENCY_BASED_T40_R09_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3802,51.3802,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0054,WPS_2074CB_COMPETENCY_BASED_T40_R10_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3803,51.3803,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0055,WPS_2074CB_COMPETENCY_BASED_T40_R11_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3810,51.3810,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0056,WPS_2074CB_COMPETENCY_BASED_T40_R12_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3815,51.3815,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0057,WPS_2074CB_COMPETENCY_BASED_T40_R13_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3821,51.3821,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0058,WPS_2074CB_COMPETENCY_BASED_T40_R14_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3816,51.3816,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0059,WPS_2074CB_COMPETENCY_BASED_T40_R15_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3814,51.3814,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0060,WPS_2074CB_COMPETENCY_BASED_T40_R16_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3819,51.3819,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0061,WPS_2074CB_COMPETENCY_BASED_T40_R17_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3822,51.3822,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0062,WPS_2074CB_COMPETENCY_BASED_T40_R18_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3808,51.3808,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0063,WPS_2074CB_COMPETENCY_BASED_T40_R19_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3824,51.3824,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0064,WPS_2074CB_COMPETENCY_BASED_T40_R20_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3811,51.3811,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0065,WPS_2074CB_COMPETENCY_BASED_T40_R21_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3813,51.3813,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
WPS_QSEN_BRIDGE_0066,WPS_2074CB_COMPETENCY_BASED_T40_R22_X,wps_competency_2074.docx,2074CB,2074,competency_based,*CIP Code,51.3809,51.3809,,,,,,0.0,0.0,True,no_confident_match,local_lexical_rule_based
